model_name,battery_kWh,motor_power_kW,range_km,energy_per_km,efficiency_km_per_kWh,power_ratio,driving_style,style_multiplier,initial_soc,trip_distance_km,energy_consumed_kWh,final_soc
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,Highway,1.1,23.48018664,12.28099654,1.414565047,20.33670875
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Aggressive,1.25,41.86576196,31.41280274,4.159534261,34.81570389
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,City,1,55.28442384,10.98893247,1.010941349,53.03788751
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,Eco,0.85,69.41012456,17.63788952,1.24623492,65.84945336
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,Aggressive,1.25,75.57042026,20.1190568,2.313598988,70.42908918
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,City,1,57.04044026,27.19722748,2.881062233,52.15728393
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Eco,0.85,64.0953929,21.43082296,1.504227871,58.30990109
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Eco,0.85,24.95627967,11.56223753,1.157585618,22.76802708
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,City,1,71.287036,8.353151054,1.008834668,69.73498266
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,City,1,25.52637577,37.45384612,4.079939665,18.61122379
Citroen eC3 – Standard Range (320 km),29.2,57,320,0.091,10.96,1.95,City,1,66.60303865,14.67836292,1.33926669,62.01650889
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,City,1,75.29404155,20.63132132,2.488699798,71.97577516
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,City,1,91.99085339,37.82410754,4.006791053,85.19968212
XEV 9e – High Range (659 km),79,210,659,0.12,8.35,2.66,City,1,20.78810519,39.77879652,4.763927726,14.75781693
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,City,1,22.28669895,32.03934071,2.645692874,12.11095712
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Aggressive,1.25,78.6887984,5.587730369,0.822692928,77.13361328
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,City,1,12.01725092,34.47328486,3.609768048,3.99554415
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Aggressive,1.25,90.71207601,24.62618216,4.257638686,79.90588645
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Eco,0.85,33.92996975,35.71627371,3.215978035,28.47915952
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,City,1,92.36963972,17.50359832,1.750359832,88.20211631
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,City,1,64.98745644,10.21419502,1.082012184,63.15353748
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Aggressive,1.25,76.21643858,18.59600924,2.324501155,70.68191202
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Eco,0.85,23.55269512,6.210899867,0.768451949,22.62191514
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,City,1,64.304676,34.84735561,4.203541087,58.69995455
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Eco,0.85,76.82059269,26.64067636,2.472115165,71.90585082
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Highway,1.1,87.19665144,16.32408659,1.546640417,79.1412326
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Aggressive,1.25,70.05370258,2.614263772,0.39418935,69.52811678
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Eco,0.85,77.98917566,23.11999616,2.314722819,73.61351815
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Aggressive,1.25,23.20706774,3.466695378,0.357833957,21.83078329
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,Aggressive,1.25,12.6602686,3.908351824,0.449442482,11.66150753
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Highway,1.1,98.31401387,2.688895386,0.3239633,97.72498969
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Eco,0.85,84.79986476,32.92214714,2.220938498,75.91611077
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,City,1,36.66819466,19.17847281,1.764348925,31.55413981
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Aggressive,1.25,46.85974129,30.29583338,3.005539025,34.83758519
Nexon EV – Medium Range (325 km),30,95,325,0.092,10.83,3.17,Aggressive,1.25,26.04608876,33.76990245,3.897726507,13.05366707
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,Aggressive,1.25,92.06265118,20.24399698,2.327966534,86.88939221
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Highway,1.1,90.74553479,11.17160891,1.22887698,87.81963722
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,City,1,32.72198827,35.08625476,4.237470381,26.20280306
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Highway,1.1,67.09395302,35.32777875,4.256358886,59.35511868
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,Highway,1.1,60.59226463,29.01661632,2.936364117,52.08106429
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Highway,1.1,73.23984462,19.52736438,2.344989172,68.57783831
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,City,1,77.95191589,20.70821565,2.168399544,73.13325023
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,Eco,0.85,57.64248017,22.14626476,1.731768633,52.62286094
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Aggressive,1.25,94.77926679,19.32018109,2.636487594,89.53774076
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Aggressive,1.25,17.24438009,8.089127497,0.870922426,12.70832578
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Eco,0.85,46.11683981,26.41242623,1.781790658,38.98967717
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Eco,0.85,80.67660628,33.07752549,3.395639694,75.45254521
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,City,1,19.97068109,37.70909321,3.247983911,3.054098214
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,City,1,45.63315265,11.21841019,1.032052456,42.64169625
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Highway,1.1,62.61543661,27.11748399,3.267166746,56.67513344
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Highway,1.1,74.67877845,3.220919201,0.515722143,74.05411501
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Aggressive,1.25,30.36830924,19.18116395,1.97988893,22.75335182
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,City,1,99.09415992,12.35712475,1.020406668,95.16951889
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,City,1,45.31348711,34.36586803,3.161533397,38.28785734
BE6 – High Range (683 km),79,210,683,0.116,8.64,2.66,Highway,1.1,36.12892,23.77361078,3.026732853,32.29761259
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Aggressive,1.25,85.54823247,9.782416107,1.339323125,83.11309952
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Highway,1.1,85.73497051,17.55591157,2.045710035,82.26766537
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Aggressive,1.25,36.01209846,27.80758047,4.807672972,23.8098828
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Highway,1.1,28.18850027,7.552240905,0.978499999,26.33878382
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,Highway,1.1,11.21066603,9.963573052,1.1392859,8.498080554
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Highway,1.1,28.77452277,24.98646923,4.000744709,23.92865951
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Aggressive,1.25,87.84218026,5.79127376,0.623522153,84.59466904
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,City,1,99.67293015,11.81898357,1.018000308,94.37084521
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,City,1,87.25501237,32.38337945,4.713737911,81.545543
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Highway,1.1,15.56417115,38.21054999,6.118137553,8.153636327
Punch EV – High Range (421 km),35,90,421,0.083,12.03,2.57,City,1,24.13511198,18.41470585,1.530731991,19.76159201
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Aggressive,1.25,86.93303017,8.171047633,1.112615418,85.04724133
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,Eco,0.85,41.37780978,28.67665557,2.242424768,36.39464363
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,Eco,0.85,67.29821604,5.084654815,0.397604102,66.41465137
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Eco,0.85,87.21437391,16.95899872,1.241614893,80.74762968
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,Highway,1.1,24.79808645,14.43026617,1.295779003,19.39900726
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Highway,1.1,43.84136514,38.77838027,5.151717186,35.91564639
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Aggressive,1.25,52.27101273,22.06612552,2.189099754,43.51461372
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Eco,0.85,37.18541962,38.40278366,2.695488531,26.81815604
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Aggressive,1.25,11.82978269,8.259942906,1.245467869,10.16915886
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,City,1,70.77969973,25.17270816,2.315796519,65.63348524
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Eco,0.85,44.7156121,23.07348779,2.077591592,41.19427042
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,City,1,71.8177676,2.954468603,0.271800239,71.02994082
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Eco,0.85,36.03260098,21.80189183,1.470762544,30.1495508
Comet EV – Standard Range (230 km),17.3,42,230,0.075,13.29,2.43,City,1,22.04793118,31.25540075,2.351798401,8.453720772
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,City,1,11.44522291,23.83175678,2.878231495,7.017174458
Comet EV – Standard Range (230 km),17.3,42,230,0.075,13.29,2.43,Eco,0.85,75.96348111,38.95148902,2.491254,61.56316897
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Highway,1.1,77.39564994,11.5486312,1.094185558,71.69676682
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Highway,1.1,14.66341542,15.07156079,1.805960443,11.60246552
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Highway,1.1,97.98936277,39.00976071,5.182456133,90.01635334
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,Aggressive,1.25,69.02178729,20.18979744,2.52372468,63.012919
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,Eco,0.85,30.95669785,30.80608261,2.741902641,24.86358087
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,Aggressive,1.25,15.99526579,4.464695262,0.584384197,14.69663424
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Highway,1.1,32.65550502,32.21551955,4.279839553,26.07113647
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,Eco,0.85,22.17457364,25.14463484,2.221719295,16.8847658
Nexon EV – High Range (489 km),45,106,489,0.092,10.87,2.36,Highway,1.1,50.69053002,29.34856132,2.969955607,44.09062867
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Eco,0.85,14.24786459,5.992115901,0.615132671,13.30150664
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Highway,1.1,92.43327818,30.10048167,2.851897488,77.57964543
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Aggressive,1.25,45.36235801,28.04168753,3.713147184,39.0688882
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,Highway,1.1,87.10617614,11.92651991,1.363739283,83.85917785
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,City,1,29.80237732,8.908701233,1.232185509,26.67500293
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Highway,1.1,67.97508313,3.509507311,0.408946826,67.28195292
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Eco,0.85,22.4730626,9.495882097,0.973642917,21.17487204
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Highway,1.1,58.99206755,24.79095327,3.289511291,54.60605249
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Eco,0.85,21.21931364,36.37040955,2.552836343,11.40071232
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Eco,0.85,24.99523777,22.43811997,2.246454885,20.74863118
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,City,1,46.81264832,37.98096849,3.798096849,37.76956059
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Eco,0.85,53.76823817,30.3706272,2.818235056,48.16538518
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,City,1,26.13493702,23.72948125,2.862422347,22.3183739
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Aggressive,1.25,76.73924031,25.81107124,2.560622147,66.49675173
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,City,1,30.4711975,5.474922743,0.796931986,29.50592136
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Highway,1.1,27.22192714,4.438157144,0.403135661,25.67140536
Nexon EV – Medium Range (325 km),30,95,325,0.092,10.83,3.17,Highway,1.1,34.17432727,29.12137007,2.957849223,24.31482986
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,City,1,25.66737762,33.19245333,3.450358974,17.4522372
Windsor EV – High Range (449 km),52.9,130,449,0.118,8.49,2.46,Eco,0.85,63.40342357,21.56685007,2.159225272,59.32171228
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,City,1,82.13483531,22.49872042,2.249872042,76.77799712
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,Highway,1.1,80.05998495,23.21385975,2.084509855,71.37452722
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,City,1,44.59048341,8.821293584,0.916974385,42.40721107
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Eco,0.85,59.42469357,28.2675939,1.906940858,51.79693014
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Highway,1.1,74.59553554,33.86585036,4.499086401,67.67386415
Nexon EV – Medium Range (325 km),30,95,325,0.092,10.83,3.17,Aggressive,1.25,40.08007055,22.8923705,2.642240363,31.27260268
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Highway,1.1,61.76566903,19.75811545,2.62487041,57.72740686
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,City,1,40.49721627,34.84536086,3.001323072,24.86532527
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Highway,1.1,62.54868504,15.95582543,1.922388605,59.05343303
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Aggressive,1.25,27.79582422,27.43729932,2.954058927,12.41010064
ZS EV – High Range (461 km),50.3,130,461,0.109,9.16,2.58,Aggressive,1.25,24.40434842,8.889608648,1.213101617,21.99261558
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,Aggressive,1.25,91.18194614,10.23660123,1.339869271,88.20445888
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,Highway,1.1,45.48937745,23.31466258,2.093561538,36.76620438
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,City,1,39.49721251,30.5573334,3.199720775,32.3867219
XEV 9e – High Range (659 km),79,210,659,0.12,8.35,2.66,Highway,1.1,20.04287919,37.69043325,4.965206775,13.75780732
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Highway,1.1,74.48237813,37.45345804,5.996914679,67.21867333
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Aggressive,1.25,59.97898709,39.31800526,4.058423334,44.36966658
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,City,1,72.34547814,32.55685334,3.92724407,67.10915271
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,Eco,0.85,77.23514839,38.4816539,3.563116102,71.19596856
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,City,1,66.00610036,9.117052896,0.785275874,61.91612185
Harrier EV – High Range (622 km),75,250,622,0.121,8.29,3.33,Aggressive,1.25,63.22791409,14.5108825,2.188010027,60.31056738
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Aggressive,1.25,21.02196024,25.73328177,4.682183728,15.35071057
Curvv EV – Medium Range (430 km),45,110,430,0.105,9.55,2.44,Highway,1.1,50.24238878,9.974855123,1.148936192,47.68919725
Citroen eC3 – Standard Range (320 km),29.2,57,320,0.091,10.96,1.95,Eco,0.85,33.52749537,2.30187605,0.178521409,32.91612068
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,City,1,96.54704322,5.27023596,0.547841576,95.24265852
Creta Electric – Standard Range (420 km),42,99,420,0.1,10,2.36,City,1,27.54409869,14.89127128,1.489127128,23.9985579
XUV400 – Standard Range (375 km),34.5,110,375,0.092,10.87,3.19,Aggressive,1.25,85.08550412,19.70084793,2.265506892,78.51881748
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Aggressive,1.25,86.86962373,26.6143602,2.747147007,76.3036737
Windsor EV – Medium Range (331 km),38,100,331,0.115,8.71,2.63,Highway,1.1,10.73247305,5.733199545,0.724055052,8.827065019
Tigor EV – Standard Range (315 km),26,55,315,0.083,12.11,2.12,Eco,0.85,68.62198032,6.390232967,0.448529977,66.89686503
XEV 9e – Medium Range (542 km),59,170,542,0.109,9.18,2.88,City,1,12.33448295,12.44642308,1.355819508,10.03648378
Curvv EV – High Range (502 km),55,123,502,0.11,9.13,2.24,Eco,0.85,78.20109439,7.598116065,0.707382109,76.9149451
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,City,1,19.68428244,6.077637739,0.496133693,17.61705872
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,City,1,35.28443429,3.50216762,0.285891234,34.09322082
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,City,1,46.09048902,25.18197588,3.665498672,41.65068927
BE6 – High Range (683 km),79,210,683,0.116,8.64,2.66,Aggressive,1.25,36.83086212,29.12353699,4.21347468,31.49734986
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,Highway,1.1,11.64040859,19.21739418,2.197415135,6.408467793
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,City,1,93.73852341,17.93053433,2.16552347,90.40694884
Carens EV – Standard Range (404 km),42,99,404,0.104,9.62,2.36,City,1,73.90262414,34.15298233,3.550206064,65.44975256
Comet EV – Standard Range (230 km),17.3,42,230,0.075,13.29,2.43,Eco,0.85,38.11349096,2.489385223,0.159215759,37.19316865
Nexon EV – Medium Range (325 km),30,95,325,0.092,10.83,3.17,Highway,1.1,35.45744794,7.929559917,0.805403131,32.77277084
Punch EV – Standard Range (315 km),25,60,315,0.079,12.6,2.4,Highway,1.1,49.40676446,9.885299148,0.863002307,45.95475523
Tiago EV – High Range (294 km),24,55,294,0.082,12.25,2.29,Highway,1.1,92.05328807,36.88648029,3.312255373,78.25222401
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Highway,1.1,37.87997043,37.38222544,5.687475516,23.44475339
Tiago EV – Medium Range (223 km),19.2,45,223,0.086,11.61,2.34,Eco,0.85,93.73068825,15.21960379,1.114269011,87.92720382
BE6 – Medium Range (557 km),59,170,557,0.106,9.44,2.88,Aggressive,1.25,95.79686501,22.95294946,3.039320638,90.64547409
BYD Sealion 7 – High Range (567 km),82.56,230,567,0.146,6.87,2.79,Eco,0.85,49.12412288,9.600600859,1.187847268,47.68535439
XUV 3XO EV – Standard Range (285 km),39.4,150,285,0.138,7.23,3.81,Highway,1.1,37.99893458,25.04630294,3.810640835,28.32725734
Harrier EV – Medium Range (538 km),65,160,538,0.121,8.28,2.46,Eco,0.85,23.4620749,11.53807898,1.18446463,21.63982162
